key,value,label,emerlabel,version,sent1,num
topic6,1.827433,home page; watch video; wifi connection,0,12.06,1: every_time_i_try to_go into a_video it come_up_with oops something_go_wrong;<br>2: every_time i_click_on a_video it_say_something go_wrong;<br>3: there's a_bug or_something where the_whole app freeze when_try_to load a_video;<br>,2
topic6,1.440437,third party; save video; mobile data,0,12.07,1: although this update have useful careless for_me update i_have notice that tap a_video for get the ui have get way slower the_same for tap option on video;<br>2: every_time_i go_to_watch a_video it_say that video be unavailable and to try_again;<br>3: when_you get to upload a_video you can't make a thumb nail which_be very_annoy me because i_don't have a computer to make a thumb nail and like some other people i_know who just start their channel like me and we don't get more sub from that please_fix now;<br>,3
topic7,1.466885,third party; wifi connection; home page,0,11.47.1,1: worst app management i've ever see;<br>2: best app ever make but i_cant see my_subscription now;<br>3: can't_watch any_video since today after_update;<br>,1
topic7,1.569064,watch video; save video; home page,0,12.06,1: i swipe up the_app and i lose my channel and every person i subscribe_to just disappear and i_have to create a_new channel;<br>2: also i_have to continuously delete the youtube_app because either the text be too big for no apparent reason or i_can't_see the_comment;<br>3: the_app be in need of a major redesign and i_would like to remind simple be the_best and with add more feature it slow my_iphone <digit> plus down;<br>,2
topic7,1.522641,third party; save video; single video,0,12.07,1: can we have option to remove the_new layout feature;<br>2: secondly can_you_please add a page for newly post video so people can get lot_of view even_if they aren't a popular channel;<br>3: still wait_for the delay when click_on_a subscribe channel to_go away and the_new_update have remove notification for new_video from channel on their icon a feature which never really work anyway require refresh five time or so;<br>,3
topic8,1.500884,watch video; third party; wifi connection,third party; watch video; double tap,11.47.1,1: also i personally don't like the_new video ui or the computer like skip ad button;<br>2: i understand this be so user have time to_double_tap the video to skip back 10_second but this should_be an_option;<br>3: make all ad <digit> sec skip you_guy really piss me off when_i have to wait 2mins to_watch_a vid and i'm not buy youtube_red so fix_it;<br>,1
topic8,2.093218,say error; watch video; wifi connection,0,12.06,1: that seem_to block everything except the annoy upgrade to red advertisement;<br>2: but i_find it extremely rude that you take our hard work away;<br>3: ever_since_the new_update come out with the completely new redesign in <digit> the load have be much slower everything have be glitchy buggy and what's more annoy be waste your time to tap the arrow to_see the description;<br>,2
topic8,2.348459,double tap; third party; save video,third party; watch video; double tap,12.07,1: also i personally don't like the_new video ui or the computer like skip ad button;<br>2: i understand this be so user have time to_double_tap the video to skip back 10_second but this should_be an_option;<br>3: make all ad <digit> sec skip you_guy really piss me off when_i have to wait 2mins to_watch_a vid and i'm not buy youtube_red so fix_it;<br>,3
topic9,1.524656,say error; single video; home page,0,11.47.1,1: i_can't watch_a single_video it keep pop say_error;<br>2: my video have be load under good connection every_time but the video_won't_play at_all;<br>3: it's be more_than <digit> month now and still can't_watch a_single_video at_all;<br>,1
topic9,2.093218,watch video; say error; wifi connection,0,12.06,1: disable notification completely and they still pop_up all_the time;<br>2: this_version send notification to your device iphone watch ipad email with absolutely no reference to your notification setting;<br>3: still wait_for add to_watch later from notification;<br>,2
topic9,1.824015,video quality; double tap; single video,0,12.07,1: bad and worst video_quality over strong and good 4g connection and sometimes lag at 3g connection;<br>2: good but a_lot_of the time i press the like button for a_video on_ipad and it_doesn't_work so i_can't like video also sometimes the_comment don't load and i_can't_see them;<br>3: cant play_any_video even with good connection;<br>,3
topic10,1.634320,wrong tap; wifi connection; third party,0,11.47.1,1: they will always show me something weng wrong_tap to try_again please_fix_it immediately;<br>2: pls_fix_it immediately it be piss me off;<br>3: so i_want_to report him but it_say could not get report form try_again_later so i wait and wait and i wait_for so long and i still couldn't get the form;<br>,1
topic10,1.593609,save video; wifi connection; watch video,0,12.06,1: reduce the quality of video should_be an_option when not connect_to wifi thus not use as much data allow user to_watch more video;<br>2: change quality be only an_option when connect_to wifi at this stage and i_think_it should_be revise;<br>3: should_be able_to load comment_on offline save_video should allow float pip video with youtube_red i should also be_able_to auto save offline particular channel or playlist as new_video be post;<br>,2
topic10,1.877592,watch video; save video; third party,0,12.07,1: it's be <digit> day since i've be_able_to_watch any youtube video i've restart_my_phone and redownloaded the_app keep_say_something_go wrong_tap_to_retry and never_load so_frustrate make an update for christ sake;<br>2: for the_past <digit> day youtube won't_even play the video instead it_say_something go_wrong;<br>3: every_time you fix something slightly you make something else <digit> time worse;<br>,3
topic11,1.466885,third party; wifi connection; home page,0,11.47.1,1: the_app hasn't be work properly and it be break many people have be write review report the issue i suggest youtube to take action or tell everyone that it be break and be go through repair;<br>2: youtube wtf u update before the update my_youtube be work_perfectly until u go f king update the_app;<br>3: i've go as far as to reinstall the_app and restart my_device but the problem still persist;<br>,1
topic11,1.827433,watch video; wifi connection; home page,0,12.06,1: this update be infuriate i use youtube solely for my_subscription which now seem_to be nothing more_than various category of trend item;<br>2: when_i try and watch_a vid it_keep_say error tap_to_retry i do and nothing happen;<br>3: what the hell guy i be super excite when_i close the_app a_few month_ago and it keep play in_the background;<br>,2
topic11,1.854711,single video; video quality; save video,0,12.07,1: please_fix your problem or if not yours tell io apple to fix their problem;<br>2: the_new_update fix one major problem but add more;<br>3: try all fix same error;<br>,3
